  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 0012                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  18.400   1.2366   0.09924   0.09611   0.0024   0.0135   1.0000
  18.450   1.2323   0.10077   0.09767   0.0016   0.0135   1.0000
  18.500   1.2285   0.10222   0.09913   0.0009   0.0135   1.0000
  18.550   1.2247   0.10367   0.10061   0.0002   0.0135   1.0000
  18.600   1.2204   0.10522   0.10218  -0.0007   0.0135   1.0000
  18.650   1.2164   0.10671   0.10369  -0.0014   0.0135   1.0000
  18.700   1.2128   0.10812   0.10512  -0.0021   0.0135   1.0000
  18.750   1.2084   0.10967   0.10670  -0.0030   0.0135   1.0000
  18.800   1.2043   0.11122   0.10827  -0.0038   0.0135   1.0000
  18.850   1.2005   0.11269   0.10976  -0.0045   0.0135   1.0000
  18.900   1.1970   0.11411   0.11120  -0.0053   0.0135   1.0000
  18.950   1.1928   0.11569   0.11281  -0.0061   0.0135   1.0000
  19.000   1.1885   0.11729   0.11443  -0.0069   0.0135   1.0000
  19.050   1.1851   0.11873   0.11589  -0.0077   0.0134   1.0000
  19.100   1.1817   0.12015   0.11733  -0.0085   0.0134   1.0000
  19.150   1.1775   0.12176   0.11896  -0.0093   0.0134   1.0000
  19.200   1.1735   0.12333   0.12056  -0.0102   0.0134   1.0000
  19.250   1.1700   0.12480   0.12205  -0.0110   0.0134   1.0000
  19.300   1.1667   0.12624   0.12351  -0.0117   0.0134   1.0000
  19.350   1.1627   0.12780   0.12509  -0.0126   0.0134   1.0000
  19.400   1.1586   0.12941   0.12673  -0.0135   0.0134   1.0000
  19.450   1.1549   0.13095   0.12828  -0.0143   0.0134   1.0000
  19.500   1.1516   0.13240   0.12976  -0.0151   0.0134   1.0000
  19.550   1.1483   0.13385   0.13123  -0.0159   0.0134   1.0000
  19.600   1.1441   0.13554   0.13293  -0.0168   0.0134   1.0000
  19.650   1.1401   0.13717   0.13459  -0.0178   0.0133   1.0000
  19.700   1.1367   0.13868   0.13612  -0.0186   0.0133   1.0000
  19.750   1.1335   0.14017   0.13763  -0.0194   0.0133   1.0000
  19.800   1.1302   0.14168   0.13916  -0.0203   0.0133   1.0000
  19.850   1.1258   0.14346   0.14096  -0.0213   0.0133   1.0000
  19.900   1.1218   0.14514   0.14266  -0.0223   0.0133   1.0000
  19.950   1.1186   0.14667   0.14422  -0.0232   0.0133   1.0000
  20.000   1.1153   0.14820   0.14577  -0.0241   0.0133   1.0000
